id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,cleaned_text
1460933886045667339,1460906770121904131,2021-11-17 19:32:35 Ulaanbaatar Standard Time,2021-11-17,19:32:35,800,1415331155419680768,macariobonifac1,Macario Bonifacio,,"@inquirerdotnet @NAMercadoINQ @MacarioBonifac1  Akala ng mga @Mokong na Politiko ganun ka lakas si @Butangera,..si Bong Go apple of the eyes ng Planet of the Apes. #LeniforPresident2022  #KikoforVicePresident2022",tl,"[{'screen_name': 'mokong', 'name': 'emily nash', 'id': '11125132'}, {'screen_name': 'butangera', 'name': 'eileen vee', 'id': '189405812'}]",[],[],0,0,0,"['leniforpresident2022', 'kikoforvicepresident2022']",[],https://twitter.com/MacarioBonifac1/status/1460933886045667339,False,,0,,,,,,,,"[{'screen_name': 'inquirerdotnet', 'name': 'Inquirer', 'id': '15448383'}, {'screen_name': 'NAMercadoINQ', 'name': 'Neil Arwin Mercado', 'id': '286460936'}]",,,,,Akala ng mga  na Politiko ganun ka lakas si si Bong Go apple of the eyes ng Planet of the Apes
1460933520675672068,1460933520675672068,2021-11-17 19:31:08 Ulaanbaatar Standard Time,2021-11-17,19:31:08,800,790821013088968704,ipelustre,Philip Lustre Jr.,,"IN 1992, Ramon Mitra Jr. relied heavily on support of congressmen because he was their speaker. The results were disastrous. Mitra lost miserably; 4th prize lang. Mitra said sabungeros were better because they've word of honor. Now, Duterte &amp; Bong Go are doing the same mistake.",en,[],[],[],1,2,10,[],[],https://twitter.com/IpeLustre/status/1460933520675672068,False,,0,,,,,,,,[],,,,,IN 1992 Ramon Mitra Jr relied heavily on support of congressmen because he was their speaker The results were disastrous Mitra lost miserably 4th prize lang Mitra said sabungeros were better because theyve word of honor Now Duterte  Bong Go are doing the same mistake
1460933508520882179,1460933508520882179,2021-11-17 19:31:05 Ulaanbaatar Standard Time,2021-11-17,19:31:05,800,841969968161914880,maeveyroque,Karisma 🧕,,"kung di man tumakbo na si bbm bilang president di na ako boboto, pero kung may papalit sa kanya at si sara duterte yon si sara duterte boboto ko tas si bong go sa vp 🙄",tl,[],[],[],0,0,0,[],[],https://twitter.com/maeveyroque/status/1460933508520882179,False,,0,,,,,,,,[],,,,,kung di man tumakbo na si bbm bilang president di na ako boboto pero kung may papalit sa kanya at si sara duterte yon si sara duterte boboto ko tas si bong go sa vp
1460933290882338820,1460911249248505863,2021-11-17 19:30:14 Ulaanbaatar Standard Time,2021-11-17,19:30:14,800,826143607451164676,lawabidingctzn1,Manileño,,@Geedalee Unahan na kita. Magwwitjdraw si bong go! Tama b ko?! Hehe,tl,[],[],[],0,0,1,[],[],https://twitter.com/LawAbidingCtzn1/status/1460933290882338820,False,,0,,,,,,,,"[{'screen_name': 'Geedalee', 'name': 'TSEEE!', 'id': '1285745190079086592'}]",,,,,Unahan na kita Magwwitjdraw si bong go Tama b ko Hehe
1460933212427927553,1460890505013825538,2021-11-17 19:29:55 Ulaanbaatar Standard Time,2021-11-17,19:29:55,800,732210154368868352,bytenka,Tenka,,@Raideus_LF let's go bong bong,en,[],[],[],0,0,1,[],[],https://twitter.com/bytenka/status/1460933212427927553,False,,0,,,,,,,,"[{'screen_name': 'Raideus_LF', 'name': 'Raideus', 'id': '1361582517191663616'}]",,,,,lets go bong bong
1460933152650661893,1460932581256736769,2021-11-17 19:29:41 Ulaanbaatar Standard Time,2021-11-17,19:29:41,800,1317334272001282048,fierylise,Leni Panggulo ng Pilipinas,,"@maharlika623 @SAPBongGo patingin ng iyak, please?",tl,[],[],[],0,0,0,[],[],https://twitter.com/fierylise/status/1460933152650661893,False,,0,,,,,,,,"[{'screen_name': 'maharlika623', 'name': 'Elodie Jackson', 'id': '1451847579096862721'}]",,,,,patingin ng iyak please
1460933068328300550,1460601131793788929,2021-11-17 19:29:20 Ulaanbaatar Standard Time,2021-11-17,19:29:20,800,730666823348191234,jbelvie,ᜊ̟ᜁ̍ᜇ̵̟ᜀᜌ̟,,@inquirerdotnet Dapat lang dahil meron na silang Bong Go.. ano ba yan. 😅,tl,[],[],[],0,0,0,[],[],https://twitter.com/jbelvie/status/1460933068328300550,False,,0,,,,,,,,"[{'screen_name': 'inquirerdotnet', 'name': 'Inquirer', 'id': '15448383'}]",,,,,Dapat lang dahil meron na silang Bong Go ano ba yan
1460932442835980295,1460932442835980295,2021-11-17 19:26:51 Ulaanbaatar Standard Time,2021-11-17,19:26:51,800,121397593,ensign_icamen,Ensign M. Icamen,,"I think we arejust waiting for a time. Ultimately, Bong Go wwill withdraw ang giveway to BBM.",en,[],[],[],0,0,0,[],[],https://twitter.com/ensign_icamen/status/1460932442835980295,False,,0,,,,,,,,[],,,,,I think we arejust waiting for a time Ultimately Bong Go wwill withdraw ang giveway to BBM
1460931992711618560,1460931992711618560,2021-11-17 19:25:04 Ulaanbaatar Standard Time,2021-11-17,19:25:04,800,4258347552,faullkerson21,Grover24 Lakers💜💛,,🤣🤣🤣🤣🤣🤣Yung pinli Sarah Si BBm Pero itong Bong Go gusto Kunin si Sarah. basted ka agad Bong Go.🤣🤣🤣🤣🤣🤣🤣pa iyak iyak Pa. bwhahahaha,tl,[],[],[],0,0,0,[],[],https://twitter.com/faullkerson21/status/1460931992711618560,False,,0,,,,,,,,[],,,,,Yung pinli Sarah Si BBm Pero itong Bong Go gusto Kunin si Sarah basted ka agad Bong Gopa iyak iyak Pa bwhahahaha
1460931065703374849,1460789169844723714,2021-11-17 19:21:23 Ulaanbaatar Standard Time,2021-11-17,19:21:23,800,1145123363657924610,hmakabayan,Hulyan Makabayan,,@EasytripTours @Richeydarian Kaya pinatakbo ni digong si bong go eh dahil wala syang tiwala kay bbm na poproteksyunan sya nito,tl,[],[],[],0,0,0,[],[],https://twitter.com/HMakabayan/status/1460931065703374849,False,,0,,,,,,,,"[{'screen_name': 'EasytripTours', 'name': 'Eric Bibon', 'id': '1169642403365564416'}, {'screen_name': 'Richeydarian', 'name': 'Richard Heydarian', 'id': '2609508788'}]",,,,,Kaya pinatakbo ni digong si bong go eh dahil wala syang tiwala kay bbm na poproteksyunan sya nito
1460930905279954944,1460930905279954944,2021-11-17 19:20:45 Ulaanbaatar Standard Time,2021-11-17,19:20:45,800,1927128247,smit_t3n,kyanu 🇵🇭,,"Fearless forecast: Plot twist bago ang eleksyon, bonggo to back out para sa ultimate riding in tandem bongbong-inday. M-A-D grand scheme to solidify admin vote! Either we stop them now or suffer forever! God forbid! 🙏  #LeniKiko2022 🇵🇭",en,[],[],[],0,0,0,['lenikiko2022'],[],https://twitter.com/sMit_t3n/status/1460930905279954944,False,,0,,,,,,,,[],,,,,Fearless forecast Plot twist bago ang eleksyon bonggo to back out para sa ultimate riding in tandem bongbonginday MAD grand scheme to solidify admin vote Either we stop them now or suffer forever God forbid
1460930885126033412,1460930097779675138,2021-11-17 19:20:40 Ulaanbaatar Standard Time,2021-11-17,19:20:40,800,1431258086950326285,joicebear2,OREO MCFLURRY 🍍,,@kooktaniee True. Alisin na yan si Bong Go,tl,[],[],[],0,0,0,[],[],https://twitter.com/joicebear2/status/1460930885126033412,False,,0,,,,,,,,"[{'screen_name': 'kooktaniee', 'name': 'guggie 🐰', 'id': '1275829854491930624'}]",,,,,True Alisin na yan si Bong Go
1460930617319862273,1460894091622117377,2021-11-17 19:19:36 Ulaanbaatar Standard Time,2021-11-17,19:19:36,800,868323802694000641,catie_ceb,@nightowl,,@gmanews @DickGordonDG @HanaBordey Bong Go left the group 😂,en,[],[],[],0,0,0,[],[],https://twitter.com/catie_ceb/status/1460930617319862273,False,,0,,,,,,,,"[{'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}, {'screen_name': 'DickGordonDG', 'name': 'Richard J. Gordon', 'id': '460787346'}, {'screen_name': 'HanaBordey', 'name': 'Hana Bordey', 'id': '1059341924442681348'}]",,,,,Bong Go left the group
1460930494321680387,1460917239104749571,2021-11-17 19:19:07 Ulaanbaatar Standard Time,2021-11-17,19:19:07,800,1427585897243963395,plaguestopper,Stop_the_Plague,,@Moneyma78808638 Go Digong. Go Lakas. Go bonggo. Go Sara. Go dayunyor. Get ready to rumble na. 😁,tl,[],[],[],0,0,0,[],[],https://twitter.com/PlagueStopper/status/1460930494321680387,False,,0,,,,,,,,"[{'screen_name': 'Moneyma78808638', 'name': 'Storymaker', 'id': '1103445457433288704'}]",,,,,Go Digong Go Lakas Go bonggo Go Sara Go dayunyor Get ready to rumble na
1460930240914460673,1460836483896852480,2021-11-17 19:18:06 Ulaanbaatar Standard Time,2021-11-17,19:18:06,800,1445093435019517982,reyesjecieca,Jecieca Reyes,,"@inquirerdotnet @DYGalvezINQ Wise si PRRD, pag na DQ si BBM may Bong Go nareserve, pag hindi.. magwithdraw yan si Bong Go",tl,[],[],[],0,0,0,[],[],https://twitter.com/ReyesJecieca/status/1460930240914460673,False,,0,,,,,,,,"[{'screen_name': 'inquirerdotnet', 'name': 'Inquirer', 'id': '15448383'}, {'screen_name': 'DYGalvezINQ', 'name': 'Daphne Galvez', 'id': '1039306190654660608'}]",,,,,Wise si PRRD pag na DQ si BBM may Bong Go nareserve pag hindi magwithdraw yan si Bong Go
1460927878544068609,1460809219418968069,2021-11-17 19:08:43 Ulaanbaatar Standard Time,2021-11-17,19:08:43,800,1210901531467206656,nurulhayana1,chill🤪,,@KohIpang @ainun_rubi Wah aku arep ngetweet opo ya Bonggo tebu mosok 🤣,in,[],[],[],1,0,0,[],[],https://twitter.com/NurulHayana1/status/1460927878544068609,False,,0,,,,,,,,"[{'screen_name': 'KohIpang', 'name': 'Irfan A. Prananda', 'id': '1378807141'}, {'screen_name': 'ainun_rubi', 'name': 'tingting ball⁷', 'id': '2210282029'}]",,,,,Wah aku arep ngetweet opo ya Bonggo tebu mosok
1460927667121704967,1460892002468638721,2021-11-17 19:07:53 Ulaanbaatar Standard Time,2021-11-17,19:07:53,800,194006901,adn_lover,reb,,@BJoie @gmanews @dzbb sinusunod lang ni bong go si digong. kapag sinabi ni digong sit uupo si Go.,tl,[],[],[],0,0,0,[],[],https://twitter.com/adn_lover/status/1460927667121704967,False,,0,,,,,,,,"[{'screen_name': 'BJoie', 'name': 'Joie', 'id': '24662573'}, {'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}, {'screen_name': 'dzbb', 'name': 'DZBB Super Radyo', 'id': '461853598'}]",,,,,sinusunod lang ni bong go si digong kapag sinabi ni digong sit uupo si Go
1460927585781567488,1460892002468638721,2021-11-17 19:07:33 Ulaanbaatar Standard Time,2021-11-17,19:07:33,800,1019444915514720257,ranzfairthought,Ranz fair thoughts,,@gmanews @dzbb If cheatfully won.Bong Go as president most likely will slide down for Sarah to takeover as president.BBM will be disqualified for his comelec cases. Digong will aspire to be Senate pres &amp; GMA as speaker.all the devils won except filipinos.but watchout bcoz there is still God.,en,[],[],[],0,0,1,[],[],https://twitter.com/ranzfairthought/status/1460927585781567488,False,,0,,,,,,,,"[{'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}, {'screen_name': 'dzbb', 'name': 'DZBB Super Radyo', 'id': '461853598'}]",,,,,If cheatfully wonBong Go as president most likely will slide down for Sarah to takeover as presidentBBM will be disqualified for his comelec cases Digong will aspire to be Senate pres  GMA as speakerall the devils won except filipinosbut watchout bcoz there is still God
1460927517712392197,1460927037326123009,2021-11-17 19:07:17 Ulaanbaatar Standard Time,2021-11-17,19:07:17,800,1460842238129229825,shihtzuyam,Shihtzu,,"@JANEIRO_2980 Pataasan sila ni Isko, winner yata si Bong Go  MaSa2022 #GadonSaSenado #MarcosJrForPresident2022",tl,[],[],[],0,0,0,"['gadonsasenado', 'marcosjrforpresident2022']",[],https://twitter.com/shihtzuyam/status/1460927517712392197,False,,0,,,,,,,,"[{'screen_name': 'JANEIRO_2980', 'name': 'U N O 🤓', 'id': '1439941440872882177'}]",,,,,Pataasan sila ni Isko winner yata si Bong Go  MaSa2022
1460927382924058627,1460883838582734849,2021-11-17 19:06:45 Ulaanbaatar Standard Time,2021-11-17,19:06:45,800,1252549026429276160,greatenergy3,Great Power,,"@PTVph Wala kaming pakialam, hindi si Bong Go ang iboboto namin.",tl,[],[],[],0,0,0,[],[],https://twitter.com/GreatEnergy3/status/1460927382924058627,False,,0,,,,,,,,"[{'screen_name': 'PTVph', 'name': 'PTVph', 'id': '16374906'}]",,,,,Wala kaming pakialam hindi si Bong Go ang iboboto namin
1460926976475025412,1460892002468638721,2021-11-17 19:05:08 Ulaanbaatar Standard Time,2021-11-17,19:05:08,800,194006901,adn_lover,reb,,@L3Brave @gmanews @dzbb bakit nga kaya ayaw ni digong kay BBM? i mean mas pinili pa ni digong noon si cayetano then ngayon si bong go.,tl,[],[],[],0,0,0,[],[],https://twitter.com/adn_lover/status/1460926976475025412,False,,0,,,,,,,,"[{'screen_name': 'L3Brave', 'name': 'BraveHeart', 'id': '1244290948072214528'}, {'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}, {'screen_name': 'dzbb', 'name': 'DZBB Super Radyo', 'id': '461853598'}]",,,,,bakit nga kaya ayaw ni digong kay BBM i mean mas pinili pa ni digong noon si cayetano then ngayon si bong go
1460926825106870276,1460840974461005824,2021-11-17 19:04:32 Ulaanbaatar Standard Time,2021-11-17,19:04:32,800,74349999,akitaxx_,Akitaxxx,,@smninews Love u tatay digong pero BBM SARA Po ako. Number 1 Senator lol naman Po kayo. And still senator pa din si Bong Go. 👊✌️💚♥️🇵🇭,tl,[],[],[],0,0,1,[],[],https://twitter.com/Akitaxx_/status/1460926825106870276,False,,0,,,,,,,,"[{'screen_name': 'smninews', 'name': 'SMNI News', 'id': '1240414825596874752'}]",,,,,Love u tatay digong pero BBM SARA Po ako Number 1 Senator lol naman Po kayo And still senator pa din si Bong Go
1460925385353281536,1459781018450227211,2021-11-17 18:58:49 Ulaanbaatar Standard Time,2021-11-17,18:58:49,800,1456203630042775554,myrnamanuel2,Myrna Manuel,,"@forthenationPH Paano naging Communist c BBM,ito nga si bong go kaalyado nya dati Ang dilawan,fake news talaga mga naninira kay BBM Basta BBM kami Solid loyalist ♥️🇵🇭🙏✌️✌️✌️",tl,[],[],[],0,0,0,[],[],https://twitter.com/MyrnaManuel2/status/1460925385353281536,False,,0,,,,,,,,"[{'screen_name': 'forthenationPH', 'name': '#ProtectBBMatAllCosts✌️🇵🇭 #BBMSARA2022', 'id': '924973700994052097'}]",,,,,Paano naging Communist c BBMito nga si bong go kaalyado nya dati Ang dilawanfake news talaga mga naninira kay BBM Basta BBM kami Solid loyalist
1460924499755356164,1460747192348545026,2021-11-17 18:55:18 Ulaanbaatar Standard Time,2021-11-17,18:55:18,800,1355902430311899136,confucioslim,caloyAmaia,,"@petefan4evah @dzbb Kapag c LAWRENCE LAO ang nahuli,dalawin kaya n bonggo?",tl,[],[],[],0,0,0,[],[],https://twitter.com/ConfuciosLim/status/1460924499755356164,False,,0,,,,,,,,"[{'screen_name': 'petefan4evah', 'name': 'VP Leni Robredo for PRESIDENT#LetLeniLead #PeteFan', 'id': '466653466'}, {'screen_name': 'dzbb', 'name': 'DZBB Super Radyo', 'id': '461853598'}]",,,,,Kapag c LAWRENCE LAO ang nahulidalawin kaya n bonggo
1460922605859323904,1460922605859323904,2021-11-17 18:47:46 Ulaanbaatar Standard Time,2021-11-17,18:47:46,800,525046677,coachcrisol,Arvin Crisol,,Methinks Bong Go will eventually backout to give way to the Marcos Jr. and Sara tandem.  #TheCircusContinues #GodHelpThePhilippines,en,[],[],[],0,0,0,"['thecircuscontinues', 'godhelpthephilippines']",[],https://twitter.com/coachcrisol/status/1460922605859323904,False,,0,,,,,,,,[],,,,,Methinks Bong Go will eventually backout to give way to the Marcos Jr and Sara tandem
1460922163448279043,1460855790630162437,2021-11-17 18:46:01 Ulaanbaatar Standard Time,2021-11-17,18:46:01,800,1306242480,geishanavarro,geisha fudamata,,"@smninews @NationPinoy Thank you Sir Bong Go, pero commited napo ako KAY BBM.😢",tl,[],[],[],1,0,0,[],[],https://twitter.com/geishanavarro/status/1460922163448279043,False,,0,,,,,,,,"[{'screen_name': 'smninews', 'name': 'SMNI News', 'id': '1240414825596874752'}, {'screen_name': 'NationPinoy', 'name': 'PINOY NATION🇵🇭🇸🇦🌏♻️', 'id': '1326355371540221953'}]",,,,,Thank you Sir Bong Go pero commited napo ako KAY BBM
1460921484944179207,1460881385846022145,2021-11-17 18:43:19 Ulaanbaatar Standard Time,2021-11-17,18:43:19,800,354667103,garthdax,Garthy,,"@News5PH Bong @SAPBongGo, sabihin mo yan sa DOJ. Malakas naman ang ebidensya na nakuha mula sa senate hearing.",tl,"[{'screen_name': 'sapbonggo', 'name': 'bong go', 'id': '1017117269975916544'}]",[],[],0,0,0,[],[],https://twitter.com/GarthDax/status/1460921484944179207,False,,0,,,,,,,,"[{'screen_name': 'News5PH', 'name': 'News5', 'id': '133152120'}]",,,,,Bong  sabihin mo yan sa DOJ Malakas naman ang ebidensya na nakuha mula sa senate hearing
1460921229863374852,1460921229863374852,2021-11-17 18:42:18 Ulaanbaatar Standard Time,2021-11-17,18:42:18,800,1117050501890076672,lebackerman08,Khayle,,Well we all know that for Sara sure win na sya sa spot nay for VP but BBM mahahati ang boto nya kay Bong Go and for that baka makalusot si Leni. We must work hard in campaigning him. Solid BBM,en,[],[],[],0,0,0,[],[],https://twitter.com/LebAckerman08/status/1460921229863374852,False,,0,,,,,,,,[],,,,,Well we all know that for Sara sure win na sya sa spot nay for VP but BBM mahahati ang boto nya kay Bong Go and for that baka makalusot si Leni We must work hard in campaigning him Solid BBM
1460921082379046913,1460921082379046913,2021-11-17 18:41:43 Ulaanbaatar Standard Time,2021-11-17,18:41:43,800,4594595454,guard_lily,Everwing Lily 😘,,Syado ambisyoso and selfish to c bong go,tl,[],[],[],0,0,1,[],[],https://twitter.com/Guard_LILY/status/1460921082379046913,False,,0,,,,,,,,[],,,,,Syado ambisyoso and selfish to c bong go
1460920979887038467,1460920979887038467,2021-11-17 18:41:18 Ulaanbaatar Standard Time,2021-11-17,18:41:18,800,1384852386754166786,giriwithluv_,tia,,"majority of BBM's supporters are also DDS, but apparently Bong Go is Duterte's presidential bet. so paano na? kaya pa ba mga ka-DDS? 😂",tl,[],[],[],0,0,0,[],[],https://twitter.com/girIwithluv_/status/1460920979887038467,False,,0,,,,,,,,[],,,,,majority of BBMs supporters are also DDS but apparently Bong Go is Dutertes presidential bet so paano na kaya pa ba mga kaDDS
1460920253865549827,1460920253865549827,2021-11-17 18:38:25 Ulaanbaatar Standard Time,2021-11-17,18:38:25,800,1117050501890076672,lebackerman08,Khayle,,Even thought PRRD endorse Bong Go for President still majority of Pilipino choose BBM. He may be anointed by the President but BBM is the choosen one by the majority of pilipino.,en,[],[],[],0,0,0,[],[],https://twitter.com/LebAckerman08/status/1460920253865549827,False,,0,,,,,,,,[],,,,,Even thought PRRD endorse Bong Go for President still majority of Pilipino choose BBM He may be anointed by the President but BBM is the choosen one by the majority of pilipino
1460919596412641282,1460840974461005824,2021-11-17 18:35:49 Ulaanbaatar Standard Time,2021-11-17,18:35:49,800,1454046807256752129,beimax06,Beimax06,,@smninews SMNI akala ko p nmn wla kyong kinikilingan.. Nitong mga nkraan prng kaaway n dn kyo n BBM..wag nyo na ipilit si Bong GO.. Dhl kht mwla si BBM hnd nmn yan iboboto at wla n dn ako pake kht sno mgng presidente. Tutal pre preho nmn madudumi yang mga pambato nyo. BIAS media.,tl,[],[],[],0,0,0,[],[],https://twitter.com/beimax06/status/1460919596412641282,False,,0,,,,,,,,"[{'screen_name': 'smninews', 'name': 'SMNI News', 'id': '1240414825596874752'}]",,,,,SMNI akala ko p nmn wla kyong kinikilingan Nitong mga nkraan prng kaaway n dn kyo n BBMwag nyo na ipilit si Bong GO Dhl kht mwla si BBM hnd nmn yan iboboto at wla n dn ako pake kht sno mgng presidente Tutal pre preho nmn madudumi yang mga pambato nyo BIAS media
1460919592176418821,1460896380839514118,2021-11-17 18:35:48 Ulaanbaatar Standard Time,2021-11-17,18:35:48,800,265428588,orochiherman,Orochi Herman,,"@inday_darling @Sanggre_ Do not forget the other DDS who will also go for BBM Sara despite being told to go for Bong Go.  Following the actions closely, Bong Go is a mere decoy. Anyone who knows better will realize that and read between the lines.",en,[],[],[],0,0,0,[],[],https://twitter.com/orochiherman/status/1460919592176418821,False,,0,,,,,,,,"[{'screen_name': 'inday_darling', 'name': 'BONgKaDay ✌️👊', 'id': '1415428153313464321'}, {'screen_name': 'Sanggre_', 'name': ""⏳Sang'gre💎"", 'id': '576676975'}]",,,,,Do not forget the other DDS who will also go for BBM Sara despite being told to go for Bong Go  Following the actions closely Bong Go is a mere decoy Anyone who knows better will realize that and read between the lines
1460919153838067713,1460919153838067713,2021-11-17 18:34:03 Ulaanbaatar Standard Time,2021-11-17,18:34:03,800,1245669783242039297,jhyunji_,현지니 🐱,,Ngồi xem jcc với hit the states đợt Chì cá gồ tui tự hỏi lỡ đậu pv học bổng ngta hỏi lí do vì sao em tới mỹ  Chắc tui nói là bồ tui ở mỹ nên tui phải sang đấy gặp mẹ ảnh 🤡🤦‍♀️,vi,[],[],[],1,0,0,[],[],https://twitter.com/jhyunji_/status/1460919153838067713,False,,0,,,,,,,,[],,,,,Ngi xem jcc vi hit the states t Ch c g tui t hi l u pv hc bng ngta hi l do v sao em ti m  Chc tui ni l b tui  m nn tui phi sang y gp m nh
