id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1.46093E+18,1.46093E+18,2021-11-17 19:31:08 Ulaanbaatar Standard Time,11/17/21,19:31:08,800,7.90821E+17,ipelustre,Philip Lustre Jr.,,"IN 1992, Ramon Mitra Jr. relied heavily on support of congressmen because he was their speaker. The results were disastrous. Mitra lost miserably; 4th prize lang. Mitra said sabungeros were better because they've word of honor. Now, Duterte &amp; Bong Go are doing the same mistake.",en,[],[],[],1,2,10,[],[],https://twitter.com/IpeLustre/status/1460933520675672068,FALSE,,0,,,,,,,,[],,,,
1.46093E+18,1.46093E+18,2021-11-17 19:31:05 Ulaanbaatar Standard Time,11/17/21,19:31:05,800,8.4197E+17,maeveyroque,Karisma 🧕,,"kung di man tumakbo na si bbm bilang president di na ako boboto, pero kung may papalit sa kanya at si sara duterte yon si sara duterte boboto ko tas si bong go sa vp 🙄",tl,[],[],[],0,0,0,[],[],https://twitter.com/maeveyroque/status/1460933508520882179,FALSE,,0,,,,,,,,[],,,,
1.46093E+18,1.46091E+18,2021-11-17 19:30:14 Ulaanbaatar Standard Time,11/17/21,19:30:14,800,8.26144E+17,lawabidingctzn1,Manileño,,@Geedalee Unahan na kita. Magwwitjdraw si bong go! Tama b ko?! Hehe,tl,[],[],[],0,0,1,[],[],https://twitter.com/LawAbidingCtzn1/status/1460933290882338820,FALSE,,0,,,,,,,,"[{'screen_name': 'Geedalee', 'name': 'TSEEE!', 'id': '1285745190079086592'}]",,,,
1.46093E+18,1.46089E+18,2021-11-17 19:29:55 Ulaanbaatar Standard Time,11/17/21,19:29:55,800,7.3221E+17,bytenka,Tenka,,@Raideus_LF let's go bong bong,en,[],[],[],0,0,1,[],[],https://twitter.com/bytenka/status/1460933212427927553,FALSE,,0,,,,,,,,"[{'screen_name': 'Raideus_LF', 'name': 'Raideus', 'id': '1361582517191663616'}]",,,,
1.46093E+18,1.46093E+18,2021-11-17 19:29:41 Ulaanbaatar Standard Time,11/17/21,19:29:41,800,1.31733E+18,fierylise,Leni Panggulo ng Pilipinas,,"@maharlika623 @SAPBongGo patingin ng iyak, please?",tl,[],[],[],0,0,0,[],[],https://twitter.com/fierylise/status/1460933152650661893,FALSE,,0,,,,,,,,"[{'screen_name': 'maharlika623', 'name': 'Elodie Jackson', 'id': '1451847579096862721'}]",,,,
1.46093E+18,1.4606E+18,2021-11-17 19:29:20 Ulaanbaatar Standard Time,11/17/21,19:29:20,800,7.30667E+17,jbelvie,ᜊ̟ᜁ̍ᜇ̵̟ᜀᜌ̟,,@inquirerdotnet Dapat lang dahil meron na silang Bong Go.. ano ba yan. 😅,tl,[],[],[],0,0,0,[],[],https://twitter.com/jbelvie/status/1460933068328300550,FALSE,,0,,,,,,,,"[{'screen_name': 'inquirerdotnet', 'name': 'Inquirer', 'id': '15448383'}]",,,,
1.46093E+18,1.46093E+18,2021-11-17 19:26:51 Ulaanbaatar Standard Time,11/17/21,19:26:51,800,121397593,ensign_icamen,Ensign M. Icamen,,"I think we arejust waiting for a time. Ultimately, Bong Go wwill withdraw ang giveway to BBM.",en,[],[],[],0,0,0,[],[],https://twitter.com/ensign_icamen/status/1460932442835980295,FALSE,,0,,,,,,,,[],,,,
1.46093E+18,1.46093E+18,2021-11-17 19:25:04 Ulaanbaatar Standard Time,11/17/21,19:25:04,800,4258347552,faullkerson21,Grover24 Lakers💜💛,,🤣🤣🤣🤣🤣🤣Yung pinli Sarah Si BBm Pero itong Bong Go gusto Kunin si Sarah. basted ka agad Bong Go.🤣🤣🤣🤣🤣🤣🤣pa iyak iyak Pa. bwhahahaha,tl,[],[],[],0,0,0,[],[],https://twitter.com/faullkerson21/status/1460931992711618560,FALSE,,0,,,,,,,,[],,,,
1.46093E+18,1.46079E+18,2021-11-17 19:21:23 Ulaanbaatar Standard Time,11/17/21,19:21:23,800,1.14512E+18,hmakabayan,Hulyan Makabayan,,@EasytripTours @Richeydarian Kaya pinatakbo ni digong si bong go eh dahil wala syang tiwala kay bbm na poproteksyunan sya nito,tl,[],[],[],0,0,0,[],[],https://twitter.com/HMakabayan/status/1460931065703374849,FALSE,,0,,,,,,,,"[{'screen_name': 'EasytripTours', 'name': 'Eric Bibon', 'id': '1169642403365564416'}, {'screen_name': 'Richeydarian', 'name': 'Richard Heydarian', 'id': '2609508788'}]",,,,
1.46093E+18,1.46093E+18,2021-11-17 19:20:45 Ulaanbaatar Standard Time,11/17/21,19:20:45,800,1927128247,smit_t3n,kyanu 🇵🇭,,"Fearless forecast: Plot twist bago ang eleksyon, bonggo to back out para sa ultimate riding in tandem bongbong-inday. M-A-D grand scheme to solidify admin vote! Either we stop them now or suffer forever! God forbid! 🙏  #LeniKiko2022 🇵🇭",en,[],[],[],0,0,0,['lenikiko2022'],[],https://twitter.com/sMit_t3n/status/1460930905279954944,FALSE,,0,,,,,,,,[],,,,
1.46093E+18,1.46093E+18,2021-11-17 19:20:40 Ulaanbaatar Standard Time,11/17/21,19:20:40,800,1.43126E+18,joicebear2,OREO MCFLURRY 🍍,,@kooktaniee True. Alisin na yan si Bong Go,tl,[],[],[],0,0,0,[],[],https://twitter.com/joicebear2/status/1460930885126033412,FALSE,,0,,,,,,,,"[{'screen_name': 'kooktaniee', 'name': 'guggie 🐰', 'id': '1275829854491930624'}]",,,,
1.46093E+18,1.46089E+18,2021-11-17 19:19:36 Ulaanbaatar Standard Time,11/17/21,19:19:36,800,8.68324E+17,catie_ceb,@nightowl,,@gmanews @DickGordonDG @HanaBordey Bong Go left the group 😂,en,[],[],[],0,0,0,[],[],https://twitter.com/catie_ceb/status/1460930617319862273,FALSE,,0,,,,,,,,"[{'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}, {'screen_name': 'DickGordonDG', 'name': 'Richard J. Gordon', 'id': '460787346'}, {'screen_name': 'HanaBordey', 'name': 'Hana Bordey', 'id': '1059341924442681348'}]",,,,
1.46093E+18,1.46092E+18,2021-11-17 19:19:07 Ulaanbaatar Standard Time,11/17/21,19:19:07,800,1.42759E+18,plaguestopper,Stop_the_Plague,,@Moneyma78808638 Go Digong. Go Lakas. Go bonggo. Go Sara. Go dayunyor. Get ready to rumble na. 😁,tl,[],[],[],0,0,0,[],[],https://twitter.com/PlagueStopper/status/1460930494321680387,FALSE,,0,,,,,,,,"[{'screen_name': 'Moneyma78808638', 'name': 'Storymaker', 'id': '1103445457433288704'}]",,,,
1.46093E+18,1.46084E+18,2021-11-17 19:18:06 Ulaanbaatar Standard Time,11/17/21,19:18:06,800,1.44509E+18,reyesjecieca,Jecieca Reyes,,"@inquirerdotnet @DYGalvezINQ Wise si PRRD, pag na DQ si BBM may Bong Go nareserve, pag hindi.. magwithdraw yan si Bong Go",tl,[],[],[],0,0,0,[],[],https://twitter.com/ReyesJecieca/status/1460930240914460673,FALSE,,0,,,,,,,,"[{'screen_name': 'inquirerdotnet', 'name': 'Inquirer', 'id': '15448383'}, {'screen_name': 'DYGalvezINQ', 'name': 'Daphne Galvez', 'id': '1039306190654660608'}]",,,,
1.46093E+18,1.46081E+18,2021-11-17 19:08:43 Ulaanbaatar Standard Time,11/17/21,19:08:43,800,1.2109E+18,nurulhayana1,chill🤪,,@KohIpang @ainun_rubi Wah aku arep ngetweet opo ya Bonggo tebu mosok 🤣,in,[],[],[],1,0,0,[],[],https://twitter.com/NurulHayana1/status/1460927878544068609,FALSE,,0,,,,,,,,"[{'screen_name': 'KohIpang', 'name': 'Irfan A. Prananda', 'id': '1378807141'}, {'screen_name': 'ainun_rubi', 'name': 'tingting ball⁷', 'id': '2210282029'}]",,,,
1.46093E+18,1.46089E+18,2021-11-17 19:07:53 Ulaanbaatar Standard Time,11/17/21,19:07:53,800,194006901,adn_lover,reb,,@BJoie @gmanews @dzbb sinusunod lang ni bong go si digong. kapag sinabi ni digong sit uupo si Go.,tl,[],[],[],0,0,0,[],[],https://twitter.com/adn_lover/status/1460927667121704967,FALSE,,0,,,,,,,,"[{'screen_name': 'BJoie', 'name': 'Joie', 'id': '24662573'}, {'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}, {'screen_name': 'dzbb', 'name': 'DZBB Super Radyo', 'id': '461853598'}]",,,,
1.46093E+18,1.46089E+18,2021-11-17 19:07:33 Ulaanbaatar Standard Time,11/17/21,19:07:33,800,1.01944E+18,ranzfairthought,Ranz fair thoughts,,@gmanews @dzbb If cheatfully won.Bong Go as president most likely will slide down for Sarah to takeover as president.BBM will be disqualified for his comelec cases. Digong will aspire to be Senate pres &amp; GMA as speaker.all the devils won except filipinos.but watchout bcoz there is still God.,en,[],[],[],0,0,1,[],[],https://twitter.com/ranzfairthought/status/1460927585781567488,FALSE,,0,,,,,,,,"[{'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}, {'screen_name': 'dzbb', 'name': 'DZBB Super Radyo', 'id': '461853598'}]",,,,
1.46093E+18,1.46093E+18,2021-11-17 19:07:17 Ulaanbaatar Standard Time,11/17/21,19:07:17,800,1.46084E+18,shihtzuyam,Shihtzu,,"@JANEIRO_2980 Pataasan sila ni Isko, winner yata si Bong Go  MaSa2022 #GadonSaSenado #MarcosJrForPresident2022",tl,[],[],[],0,0,0,"['gadonsasenado', 'marcosjrforpresident2022']",[],https://twitter.com/shihtzuyam/status/1460927517712392197,FALSE,,0,,,,,,,,"[{'screen_name': 'JANEIRO_2980', 'name': 'U N O 🤓', 'id': '1439941440872882177'}]",,,,
1.46093E+18,1.46088E+18,2021-11-17 19:06:45 Ulaanbaatar Standard Time,11/17/21,19:06:45,800,1.25255E+18,greatenergy3,Great Power,,"@PTVph Wala kaming pakialam, hindi si Bong Go ang iboboto namin.",tl,[],[],[],0,0,0,[],[],https://twitter.com/GreatEnergy3/status/1460927382924058627,FALSE,,0,,,,,,,,"[{'screen_name': 'PTVph', 'name': 'PTVph', 'id': '16374906'}]",,,,
1.46093E+18,1.46089E+18,2021-11-17 19:05:08 Ulaanbaatar Standard Time,11/17/21,19:05:08,800,194006901,adn_lover,reb,,@L3Brave @gmanews @dzbb bakit nga kaya ayaw ni digong kay BBM? i mean mas pinili pa ni digong noon si cayetano then ngayon si bong go.,tl,[],[],[],0,0,0,[],[],https://twitter.com/adn_lover/status/1460926976475025412,FALSE,,0,,,,,,,,"[{'screen_name': 'L3Brave', 'name': 'BraveHeart', 'id': '1244290948072214528'}, {'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}, {'screen_name': 'dzbb', 'name': 'DZBB Super Radyo', 'id': '461853598'}]",,,,
1.46093E+18,1.46084E+18,2021-11-17 19:04:32 Ulaanbaatar Standard Time,11/17/21,19:04:32,800,74349999,akitaxx_,Akitaxxx,,@smninews Love u tatay digong pero BBM SARA Po ako. Number 1 Senator lol naman Po kayo. And still senator pa din si Bong Go. 👊✌️💚♥️🇵🇭,tl,[],[],[],0,0,1,[],[],https://twitter.com/Akitaxx_/status/1460926825106870276,FALSE,,0,,,,,,,,"[{'screen_name': 'smninews', 'name': 'SMNI News', 'id': '1240414825596874752'}]",,,,
1.46093E+18,1.45978E+18,2021-11-17 18:58:49 Ulaanbaatar Standard Time,11/17/21,18:58:49,800,1.4562E+18,myrnamanuel2,Myrna Manuel,,"@forthenationPH Paano naging Communist c BBM,ito nga si bong go kaalyado nya dati Ang dilawan,fake news talaga mga naninira kay BBM Basta BBM kami Solid loyalist ♥️🇵🇭🙏✌️✌️✌️",tl,[],[],[],0,0,0,[],[],https://twitter.com/MyrnaManuel2/status/1460925385353281536,FALSE,,0,,,,,,,,"[{'screen_name': 'forthenationPH', 'name': '#ProtectBBMatAllCosts✌️🇵🇭 #BBMSARA2022', 'id': '924973700994052097'}]",,,,
1.46092E+18,1.46075E+18,2021-11-17 18:55:18 Ulaanbaatar Standard Time,11/17/21,18:55:18,800,1.3559E+18,confucioslim,caloyAmaia,,"@petefan4evah @dzbb Kapag c LAWRENCE LAO ang nahuli,dalawin kaya n bonggo?",tl,[],[],[],0,0,0,[],[],https://twitter.com/ConfuciosLim/status/1460924499755356164,FALSE,,0,,,,,,,,"[{'screen_name': 'petefan4evah', 'name': 'VP Leni Robredo for PRESIDENT#LetLeniLead #PeteFan', 'id': '466653466'}, {'screen_name': 'dzbb', 'name': 'DZBB Super Radyo', 'id': '461853598'}]",,,,
1.46092E+18,1.46092E+18,2021-11-17 18:47:46 Ulaanbaatar Standard Time,11/17/21,18:47:46,800,525046677,coachcrisol,Arvin Crisol,,Methinks Bong Go will eventually backout to give way to the Marcos Jr. and Sara tandem.  #TheCircusContinues #GodHelpThePhilippines,en,[],[],[],0,0,0,"['thecircuscontinues', 'godhelpthephilippines']",[],https://twitter.com/coachcrisol/status/1460922605859323904,FALSE,,0,,,,,,,,[],,,,
1.46092E+18,1.46086E+18,2021-11-17 18:46:01 Ulaanbaatar Standard Time,11/17/21,18:46:01,800,1306242480,geishanavarro,geisha fudamata,,"@smninews @NationPinoy Thank you Sir Bong Go, pero commited napo ako KAY BBM.😢",tl,[],[],[],1,0,0,[],[],https://twitter.com/geishanavarro/status/1460922163448279043,FALSE,,0,,,,,,,,"[{'screen_name': 'smninews', 'name': 'SMNI News', 'id': '1240414825596874752'}, {'screen_name': 'NationPinoy', 'name': 'PINOY NATION🇵🇭🇸🇦🌏♻️', 'id': '1326355371540221953'}]",,,,
1.46092E+18,1.46088E+18,2021-11-17 18:43:19 Ulaanbaatar Standard Time,11/17/21,18:43:19,800,354667103,garthdax,Garthy,,"@News5PH Bong @SAPBongGo, sabihin mo yan sa DOJ. Malakas naman ang ebidensya na nakuha mula sa senate hearing.",tl,"[{'screen_name': 'sapbonggo', 'name': 'bong go', 'id': '1017117269975916544'}]",[],[],0,0,0,[],[],https://twitter.com/GarthDax/status/1460921484944179207,FALSE,,0,,,,,,,,"[{'screen_name': 'News5PH', 'name': 'News5', 'id': '133152120'}]",,,,
1.46092E+18,1.46092E+18,2021-11-17 18:42:18 Ulaanbaatar Standard Time,11/17/21,18:42:18,800,1.11705E+18,lebackerman08,Khayle,,Well we all know that for Sara sure win na sya sa spot nay for VP but BBM mahahati ang boto nya kay Bong Go and for that baka makalusot si Leni. We must work hard in campaigning him. Solid BBM,en,[],[],[],0,0,0,[],[],https://twitter.com/LebAckerman08/status/1460921229863374852,FALSE,,0,,,,,,,,[],,,,
1.46092E+18,1.46092E+18,2021-11-17 18:41:43 Ulaanbaatar Standard Time,11/17/21,18:41:43,800,4594595454,guard_lily,Everwing Lily 😘,,Syado ambisyoso and selfish to c bong go,tl,[],[],[],0,0,1,[],[],https://twitter.com/Guard_LILY/status/1460921082379046913,FALSE,,0,,,,,,,,[],,,,
1.46092E+18,1.46092E+18,2021-11-17 18:41:18 Ulaanbaatar Standard Time,11/17/21,18:41:18,800,1.38485E+18,giriwithluv_,tia,,"majority of BBM's supporters are also DDS, but apparently Bong Go is Duterte's presidential bet. so paano na? kaya pa ba mga ka-DDS? 😂",tl,[],[],[],0,0,0,[],[],https://twitter.com/girIwithluv_/status/1460920979887038467,FALSE,,0,,,,,,,,[],,,,
1.46092E+18,1.46092E+18,2021-11-17 18:38:25 Ulaanbaatar Standard Time,11/17/21,18:38:25,800,1.11705E+18,lebackerman08,Khayle,,Even thought PRRD endorse Bong Go for President still majority of Pilipino choose BBM. He may be anointed by the President but BBM is the choosen one by the majority of pilipino.,en,[],[],[],0,0,0,[],[],https://twitter.com/LebAckerman08/status/1460920253865549827,FALSE,,0,,,,,,,,[],,,,
1.46092E+18,1.46084E+18,2021-11-17 18:35:49 Ulaanbaatar Standard Time,11/17/21,18:35:49,800,1.45405E+18,beimax06,Beimax06,,@smninews SMNI akala ko p nmn wla kyong kinikilingan.. Nitong mga nkraan prng kaaway n dn kyo n BBM..wag nyo na ipilit si Bong GO.. Dhl kht mwla si BBM hnd nmn yan iboboto at wla n dn ako pake kht sno mgng presidente. Tutal pre preho nmn madudumi yang mga pambato nyo. BIAS media.,tl,[],[],[],0,0,0,[],[],https://twitter.com/beimax06/status/1460919596412641282,FALSE,,0,,,,,,,,"[{'screen_name': 'smninews', 'name': 'SMNI News', 'id': '1240414825596874752'}]",,,,
1.46092E+18,1.4609E+18,2021-11-17 18:35:48 Ulaanbaatar Standard Time,11/17/21,18:35:48,800,265428588,orochiherman,Orochi Herman,,"@inday_darling @Sanggre_ Do not forget the other DDS who will also go for BBM Sara despite being told to go for Bong Go.  Following the actions closely, Bong Go is a mere decoy. Anyone who knows better will realize that and read between the lines.",en,[],[],[],0,0,0,[],[],https://twitter.com/orochiherman/status/1460919592176418821,FALSE,,0,,,,,,,,"[{'screen_name': 'inday_darling', 'name': 'BONgKaDay ✌️👊', 'id': '1415428153313464321'}, {'screen_name': 'Sanggre_', 'name': ""⏳Sang'gre💎"", 'id': '576676975'}]",,,,
1.46092E+18,1.46092E+18,2021-11-17 18:34:03 Ulaanbaatar Standard Time,11/17/21,18:34:03,800,1.24567E+18,jhyunji_,현지니 🐱,,Ngồi xem jcc với hit the states đợt Chì cá gồ tui tự hỏi lỡ đậu pv học bổng ngta hỏi lí do vì sao em tới mỹ  Chắc tui nói là bồ tui ở mỹ nên tui phải sang đấy gặp mẹ ảnh 🤡🤦‍♀️,vi,[],[],[],1,0,0,[],[],https://twitter.com/jhyunji_/status/1460919153838067713,FALSE,,0,,,,,,,,[],,,,
1.46092E+18,1.46092E+18,2021-11-17 18:34:02 Ulaanbaatar Standard Time,11/17/21,18:34:02,800,8.88325E+17,mariwandersx,luckywandersx ✨,,mama mo bong go hahahahahahha,tl,[],[],[],0,0,0,[],[],https://twitter.com/mariwandersx/status/1460919151661256711,FALSE,,0,,,,,,,,[],,,,
1.46092E+18,1.46079E+18,2021-11-17 18:32:34 Ulaanbaatar Standard Time,11/17/21,18:32:34,800,1.33179E+18,benzkie0514,Marvin Ocampo,,@cletoque2 @OneBelle_081021 Are u sure kay Bong Go ang boto ng Visayas at mindanao??nakita mo b ang caravan n bbm s cebu at panu ung s tacloban ??? Mostly Muslim kay bbm dn s Mindanao so ano ang boto kay bong go..,tl,[],[],[],0,0,0,[],[],https://twitter.com/benzkie0514/status/1460918780167655431,FALSE,,0,,,,,,,,"[{'screen_name': 'cletoque2', 'name': 'Respect PEK', 'id': '823693208257298433'}, {'screen_name': 'OneBelle_081021', 'name': 'Isa (Kampana 🛎)', 'id': '1424970537961361408'}]",,,,
1.46092E+18,1.46092E+18,2021-11-17 18:32:03 Ulaanbaatar Standard Time,11/17/21,18:32:03,800,1.26873E+18,yanggjungwon,cayell. ㅡ EBBG !,,"anyway, i remember educating a friend last 2016 about bong go tapos all she said was ""bakit ba namimili ka pa ng iboboto, as if naman kilala ka niyan"" LMAO???",tl,[],[],[],0,0,0,[],[],https://twitter.com/yanggjungwon/status/1460918650614218753,FALSE,,0,,,,,,,,[],,,,
1.46092E+18,1.46074E+18,2021-11-17 18:30:17 Ulaanbaatar Standard Time,11/17/21,18:30:17,800,9.03023E+17,mendiola3_tito,eliasibarra3,,@bongbongmarcos Bong Go kami utos ni tatay digong.,tl,[],[],[],0,0,0,[],[],https://twitter.com/mendiola3_tito/status/1460918207217238019,FALSE,,0,,,,,,,,"[{'screen_name': 'bongbongmarcos', 'name': 'Bongbong Marcos', 'id': '40204534'}]",,,,
1.46092E+18,1.46087E+18,2021-11-17 18:28:44 Ulaanbaatar Standard Time,11/17/21,18:28:44,800,1.22623E+18,elnie89565307,elnie,,"@leeche_confess Sya nmn may husto mgpresidente paanong bictima ng sub at s ibang partido sya ng presidente, lubayan mo nga ako loyal alalay ng presidente bong go",tl,[],[],[],1,0,0,[],[],https://twitter.com/elnie89565307/status/1460917817381896199,FALSE,,0,,,,,,,,"[{'screen_name': 'leeche_confess', 'name': '🔥P A R A N O I D🔥', 'id': '1245591917754068993'}]",,,,
1.46092E+18,1.46091E+18,2021-11-17 18:28:25 Ulaanbaatar Standard Time,11/17/21,18:28:25,800,8.39457E+17,johaines8,Hai Nes,,@casxmendoxa Sen. Bong Go belongs to the same Party as PRRD so he has to support the Party's candidate.,en,[],[],[],1,0,1,[],[],https://twitter.com/Johaines8/status/1460917736754671620,FALSE,,0,,,,,,,,"[{'screen_name': 'casxmendoxa', 'name': 'Cassandra', 'id': '1410581291435630593'}]",,,,
1.46092E+18,1.46091E+18,2021-11-17 18:25:19 Ulaanbaatar Standard Time,11/17/21,18:25:19,800,34215614,mannydr,Manny,,@ANCALERTS Still obviously connected to Bong Go.,en,[],[],[],0,0,4,[],[],https://twitter.com/mannydr/status/1460916956953923587,FALSE,,0,,,,,,,,"[{'screen_name': 'ANCALERTS', 'name': 'ABS-CBN News Channel', 'id': '44728980'}]",,,,
1.46092E+18,1.46089E+18,2021-11-17 18:21:52 Ulaanbaatar Standard Time,11/17/21,18:21:52,800,1.36878E+18,antgant54,antgant54,,"@gmanews @dzbb sorry mr president but we are committed to support the tandem of bbm and sarah, wala namang panalo bong go mo kaya suportahan munalang anak mo at bbm",tl,[],[],[],0,0,0,[],[],https://twitter.com/antgant54/status/1460916089487966208,FALSE,,0,,,,,,,,"[{'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}, {'screen_name': 'dzbb', 'name': 'DZBB Super Radyo', 'id': '461853598'}]",,,,
