Unnamed: 0,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,cleaned_text,EN_PERCENTAGE,removed_stopwords
10,1.46093e+18,1.46091e+18,2021-11-17 19:32:35 Ulaanbaatar Standard Time,11/17/21,19:32:35,800,1.41533e+18,macariobonifac1,Macario Bonifacio,,"@inquirerdotnet @NAMercadoINQ @MacarioBonifac1  Akala ng mga @Mokong na Politiko ganun ka lakas si @Butangera,..si Bong Go apple of the eyes ng Planet of the Apes. #LeniforPresident2022  #KikoforVicePresident2022",tl,"[{'screen_name': 'mokong', 'name': 'emily nash', 'id': '11125132'}, {'screen_name': 'butangera', 'name': 'eileen vee', 'id': '189405812'}]",[],[],0,0,0,"['leniforpresident2022', 'kikoforvicepresident2022']",[],https://twitter.com/MacarioBonifac1/status/1460933886045667339,False,,0,,,,,,,,"[{'screen_name': 'inquirerdotnet', 'name': 'Inquirer', 'id': '15448383'}, {'screen_name': 'NAMercadoINQ', 'name': 'Neil Arwin Mercado', 'id': '286460936'}]",,,,,Politicians think that Bong Go is such a strong apple of the eyes of Planet of the Apes,0.6190476190476191,Politicians think Bong Go strong apple eyes Planet Apes
11,1.46093e+18,1.46093e+18,2021-11-17 19:31:08 Ulaanbaatar Standard Time,11/17/21,19:31:08,800,7.90821e+17,ipelustre,Philip Lustre Jr.,,"IN 1992, Ramon Mitra Jr. relied heavily on support of congressmen because he was their speaker. The results were disastrous. Mitra lost miserably; 4th prize lang. Mitra said sabungeros were better because they've word of honor. Now, Duterte &amp; Bong Go are doing the same mistake.",en,[],[],[],1,2,10,[],[],https://twitter.com/IpeLustre/status/1460933520675672068,False,,0,,,,,,,,[],,,,,IN 1992 Ramon Mitra Jr relied heavily on support of congressmen because he was their speaker The results were disastrous Mitra lost miserably 4th prize lang Mitra said sabungeros were better because theyve word of honor Now Duterte  Bong Go are doing the same mistake,0.7555555555555555,IN 1992 Ramon Mitra Jr relied heavily support congressmen speaker The results disastrous Mitra lost miserably 4th prize lang Mitra said sabungeros better theyve word honor Now Duterte Bong Go mistake
12,1.46093e+18,1.46093e+18,2021-11-17 19:31:05 Ulaanbaatar Standard Time,11/17/21,19:31:05,800,8.4197e+17,maeveyroque,Karisma 🧕,,"kung di man tumakbo na si bbm bilang president di na ako boboto, pero kung may papalit sa kanya at si sara duterte yon si sara duterte boboto ko tas si bong go sa vp 🙄",tl,[],[],[],0,0,0,[],[],https://twitter.com/maeveyroque/status/1460933508520882179,False,,0,,,,,,,,[],,,,,if bbm doesn&#39;t run for president I won&#39;t vote but if someone replaces him and sara duterte that&#39;s sara duterte I&#39;ll vote for bong go to vp,0.6,bbm doesn&#39;t run president I won&#39;t vote someone replaces sara duterte that&#39;s sara duterte I&#39;ll vote bong go vp
13,1.46093e+18,1.46091e+18,2021-11-17 19:30:14 Ulaanbaatar Standard Time,11/17/21,19:30:14,800,8.26144e+17,lawabidingctzn1,Manileño,,@Geedalee Unahan na kita. Magwwitjdraw si bong go! Tama b ko?! Hehe,tl,[],[],[],0,0,1,[],[],https://twitter.com/LawAbidingCtzn1/status/1460933290882338820,False,,0,,,,,,,,"[{'screen_name': 'Geedalee', 'name': 'TSEEE!', 'id': '1285745190079086592'}]",,,,,Let&#39;s go Magwwitjdraw bong go Tama b ko Hehe,0.5454545454545454,Let&#39;s go Magwwitjdraw bong go Tama b ko Hehe
14,1.46093e+18,1.46089e+18,2021-11-17 19:29:55 Ulaanbaatar Standard Time,11/17/21,19:29:55,800,7.3221e+17,bytenka,Tenka,,@Raideus_LF let's go bong bong,en,[],[],[],0,0,1,[],[],https://twitter.com/bytenka/status/1460933212427927553,False,,0,,,,,,,,"[{'screen_name': 'Raideus_LF', 'name': 'Raideus', 'id': '1361582517191663616'}]",,,,,lets go bong bong,0.75,lets go bong bong
15,1.46093e+18,1.46093e+18,2021-11-17 19:29:41 Ulaanbaatar Standard Time,11/17/21,19:29:41,800,1.31733e+18,fierylise,Leni Panggulo ng Pilipinas,,"@maharlika623 @SAPBongGo patingin ng iyak, please?",tl,[],[],[],0,0,0,[],[],https://twitter.com/fierylise/status/1460933152650661893,False,,0,,,,,,,,"[{'screen_name': 'maharlika623', 'name': 'Elodie Jackson', 'id': '1451847579096862721'}]",,,,,look at crying please,0.25,look crying please
16,1.46093e+18,1.4606e+18,2021-11-17 19:29:20 Ulaanbaatar Standard Time,11/17/21,19:29:20,800,7.30667e+17,jbelvie,ᜊ̟ᜁ̍ᜇ̵̟ᜀᜌ̟,,@inquirerdotnet Dapat lang dahil meron na silang Bong Go.. ano ba yan. 😅,tl,[],[],[],0,0,0,[],[],https://twitter.com/jbelvie/status/1460933068328300550,False,,0,,,,,,,,"[{'screen_name': 'inquirerdotnet', 'name': 'Inquirer', 'id': '15448383'}]",,,,,"It must be because they already have Bong Go, what is that?",0.4545454545454545,"It must already Bong Go, that?"
17,1.46093e+18,1.46093e+18,2021-11-17 19:26:51 Ulaanbaatar Standard Time,11/17/21,19:26:51,800,121397593.0,ensign_icamen,Ensign M. Icamen,,"I think we arejust waiting for a time. Ultimately, Bong Go wwill withdraw ang giveway to BBM.",en,[],[],[],0,0,0,[],[],https://twitter.com/ensign_icamen/status/1460932442835980295,False,,0,,,,,,,,[],,,,,I think we are just waiting for a time Ultimately Bong Go wwill withdraw the giveway to BBM,0.7058823529411765,I think waiting time Ultimately Bong Go wwill withdraw giveway BBM
18,1.46093e+18,1.46093e+18,2021-11-17 19:25:04 Ulaanbaatar Standard Time,11/17/21,19:25:04,800,4258347552.0,faullkerson21,Grover24 Lakers💜💛,,🤣🤣🤣🤣🤣🤣Yung pinli Sarah Si BBm Pero itong Bong Go gusto Kunin si Sarah. basted ka agad Bong Go.🤣🤣🤣🤣🤣🤣🤣pa iyak iyak Pa. bwhahahaha,tl,[],[],[],0,0,0,[],[],https://twitter.com/faullkerson21/status/1460931992711618560,False,,0,,,,,,,,[],,,,,Yung pinli Sarah Si BBm Pero itong Bong Go gusto Kunin si Sarah basted ka agad Bong Gopa iyak iyak Pa bwhahahaha,0.3636363636363636,Yung pinli Sarah Si BBm Pero itong Bong Go gusto Kunin si Sarah basted ka agad Bong Gopa iyak iyak Pa bwhahahaha
19,1.46093e+18,1.46079e+18,2021-11-17 19:21:23 Ulaanbaatar Standard Time,11/17/21,19:21:23,800,1.14512e+18,hmakabayan,Hulyan Makabayan,,@EasytripTours @Richeydarian Kaya pinatakbo ni digong si bong go eh dahil wala syang tiwala kay bbm na poproteksyunan sya nito,tl,[],[],[],0,0,0,[],[],https://twitter.com/HMakabayan/status/1460931065703374849,False,,0,,,,,,,,"[{'screen_name': 'EasytripTours', 'name': 'Eric Bibon', 'id': '1169642403365564416'}, {'screen_name': 'Richeydarian', 'name': 'Richard Heydarian', 'id': '2609508788'}]",,,,,So digong made bong go run because he didn&#39;t trust bbm to protect him,0.4444444444444444,So digong made bong go run didn&#39;t trust bbm protect
20,1.46093e+18,1.46093e+18,2021-11-17 19:20:45 Ulaanbaatar Standard Time,11/17/21,19:20:45,800,1927128247.0,smit_t3n,kyanu 🇵🇭,,"Fearless forecast: Plot twist bago ang eleksyon, bonggo to back out para sa ultimate riding in tandem bongbong-inday. M-A-D grand scheme to solidify admin vote! Either we stop them now or suffer forever! God forbid! 🙏  #LeniKiko2022 🇵🇭",en,[],[],[],0,0,0,['lenikiko2022'],[],https://twitter.com/sMit_t3n/status/1460930905279954944,False,,0,,,,,,,,[],,,,,Fearless forecast Plot twist bago ang eleksyon bonggo to back out para sa ultimate riding in tandem bongbonginday MAD grand scheme to solidify admin vote Either we stop them now or suffer forever God forbid,0.8571428571428571,Fearless forecast Plot twist bago ang eleksyon bonggo back para sa ultimate riding tandem bongbonginday MAD grand scheme solidify admin vote Either stop suffer forever God forbid
21,1.46093e+18,1.46093e+18,2021-11-17 19:20:40 Ulaanbaatar Standard Time,11/17/21,19:20:40,800,1.43126e+18,joicebear2,OREO MCFLURRY 🍍,,@kooktaniee True. Alisin na yan si Bong Go,tl,[],[],[],0,0,0,[],[],https://twitter.com/joicebear2/status/1460930885126033412,False,,0,,,,,,,,"[{'screen_name': 'kooktaniee', 'name': 'guggie 🐰', 'id': '1275829854491930624'}]",,,,,True Alisin na yan si Bong Go,0.8571428571428571,True Alisin na yan si Bong Go
22,1.46093e+18,1.46089e+18,2021-11-17 19:19:36 Ulaanbaatar Standard Time,11/17/21,19:19:36,800,8.68324e+17,catie_ceb,@nightowl,,@gmanews @DickGordonDG @HanaBordey Bong Go left the group 😂,en,[],[],[],0,0,0,[],[],https://twitter.com/catie_ceb/status/1460930617319862273,False,,0,,,,,,,,"[{'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}, {'screen_name': 'DickGordonDG', 'name': 'Richard J. Gordon', 'id': '460787346'}, {'screen_name': 'HanaBordey', 'name': 'Hana Bordey', 'id': '1059341924442681348'}]",,,,,Bong Go left the group,1.0,Bong Go left group
23,1.46093e+18,1.46092e+18,2021-11-17 19:19:07 Ulaanbaatar Standard Time,11/17/21,19:19:07,800,1.42759e+18,plaguestopper,Stop_the_Plague,,@Moneyma78808638 Go Digong. Go Lakas. Go bonggo. Go Sara. Go dayunyor. Get ready to rumble na. 😁,tl,[],[],[],0,0,0,[],[],https://twitter.com/PlagueStopper/status/1460930494321680387,False,,0,,,,,,,,"[{'screen_name': 'Moneyma78808638', 'name': 'Storymaker', 'id': '1103445457433288704'}]",,,,,Go Digong Go Lakas Go bonggo Go Sara Go dayunyor Get ready to rumble na,0.6666666666666666,Go Digong Go Lakas Go bonggo Go Sara Go dayunyor Get ready rumble na
24,1.46093e+18,1.46084e+18,2021-11-17 19:18:06 Ulaanbaatar Standard Time,11/17/21,19:18:06,800,1.44509e+18,reyesjecieca,Jecieca Reyes,,"@inquirerdotnet @DYGalvezINQ Wise si PRRD, pag na DQ si BBM may Bong Go nareserve, pag hindi.. magwithdraw yan si Bong Go",tl,[],[],[],0,0,0,[],[],https://twitter.com/ReyesJecieca/status/1460930240914460673,False,,0,,,,,,,,"[{'screen_name': 'inquirerdotnet', 'name': 'Inquirer', 'id': '15448383'}, {'screen_name': 'DYGalvezINQ', 'name': 'Daphne Galvez', 'id': '1039306190654660608'}]",,,,,Wise si PRRD pag na DQ si BBM may Bong Go nareserve pag hindi magwithdraw yan si Bong Go,0.5789473684210527,Wise si PRRD pag na DQ si BBM may Bong Go nareserve pag hindi magwithdraw yan si Bong Go
25,1.46093e+18,1.46081e+18,2021-11-17 19:08:43 Ulaanbaatar Standard Time,11/17/21,19:08:43,800,1.2109e+18,nurulhayana1,chill🤪,,@KohIpang @ainun_rubi Wah aku arep ngetweet opo ya Bonggo tebu mosok 🤣,in,[],[],[],1,0,0,[],[],https://twitter.com/NurulHayana1/status/1460927878544068609,False,,0,,,,,,,,"[{'screen_name': 'KohIpang', 'name': 'Irfan A. Prananda', 'id': '1378807141'}, {'screen_name': 'ainun_rubi', 'name': 'tingting ball⁷', 'id': '2210282029'}]",,,,,Wow I&#39;m going to tweet what yes Bonggo sugarcane mosok,0.3333333333333333,Wow I&#39;m going tweet yes Bonggo sugarcane mosok
26,1.46093e+18,1.46089e+18,2021-11-17 19:07:53 Ulaanbaatar Standard Time,11/17/21,19:07:53,800,194006901.0,adn_lover,reb,,@BJoie @gmanews @dzbb sinusunod lang ni bong go si digong. kapag sinabi ni digong sit uupo si Go.,tl,[],[],[],0,0,0,[],[],https://twitter.com/adn_lover/status/1460927667121704967,False,,0,,,,,,,,"[{'screen_name': 'BJoie', 'name': 'Joie', 'id': '24662573'}, {'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}, {'screen_name': 'dzbb', 'name': 'DZBB Super Radyo', 'id': '461853598'}]",,,,,bong go just follows digong when digong sit tells Go to sit down,0.5333333333333333,bong go follows digong digong sit tells Go sit
27,1.46093e+18,1.46089e+18,2021-11-17 19:07:33 Ulaanbaatar Standard Time,11/17/21,19:07:33,800,1.01944e+18,ranzfairthought,Ranz fair thoughts,,@gmanews @dzbb If cheatfully won.Bong Go as president most likely will slide down for Sarah to takeover as president.BBM will be disqualified for his comelec cases. Digong will aspire to be Senate pres &amp; GMA as speaker.all the devils won except filipinos.but watchout bcoz there is still God.,en,[],[],[],0,0,1,[],[],https://twitter.com/ranzfairthought/status/1460927585781567488,False,,0,,,,,,,,"[{'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}, {'screen_name': 'dzbb', 'name': 'DZBB Super Radyo', 'id': '461853598'}]",,,,,If cheatfully wonBong Go as president most likely will slide down for Sarah to takeover as presidentBBM will be disqualified for his comelec cases Digong will aspire to be Senate pres GMA as speakerall the devils won except filipinosbut watchout bcoz there is still God,0.6666666666666666,If cheatfully wonBong Go president likely slide Sarah takeover presidentBBM disqualified comelec cases Digong aspire Senate pres GMA speakerall devils except filipinosbut watchout bcoz still God
28,1.46093e+18,1.46093e+18,2021-11-17 19:07:17 Ulaanbaatar Standard Time,11/17/21,19:07:17,800,1.46084e+18,shihtzuyam,Shihtzu,,"@JANEIRO_2980 Pataasan sila ni Isko, winner yata si Bong Go  MaSa2022 #GadonSaSenado #MarcosJrForPresident2022",tl,[],[],[],0,0,0,"['gadonsasenado', 'marcosjrforpresident2022']",[],https://twitter.com/shihtzuyam/status/1460927517712392197,False,,0,,,,,,,,"[{'screen_name': 'JANEIRO_2980', 'name': 'U N O 🤓', 'id': '1439941440872882177'}]",,,,,Isko winner Bong Go MaSa2022 will raise them,0.5,Isko winner Bong Go MaSa2022 raise
29,1.46093e+18,1.46088e+18,2021-11-17 19:06:45 Ulaanbaatar Standard Time,11/17/21,19:06:45,800,1.25255e+18,greatenergy3,Great Power,,"@PTVph Wala kaming pakialam, hindi si Bong Go ang iboboto namin.",tl,[],[],[],0,0,0,[],[],https://twitter.com/GreatEnergy3/status/1460927382924058627,False,,0,,,,,,,,"[{'screen_name': 'PTVph', 'name': 'PTVph', 'id': '16374906'}]",,,,,We don’t care we don’t vote for Bong Go,0.3,We don’t care don’t vote Bong Go
30,1.46093e+18,1.46089e+18,2021-11-17 19:05:08 Ulaanbaatar Standard Time,11/17/21,19:05:08,800,194006901.0,adn_lover,reb,,@L3Brave @gmanews @dzbb bakit nga kaya ayaw ni digong kay BBM? i mean mas pinili pa ni digong noon si cayetano then ngayon si bong go.,tl,[],[],[],0,0,0,[],[],https://twitter.com/adn_lover/status/1460926976475025412,False,,0,,,,,,,,"[{'screen_name': 'L3Brave', 'name': 'BraveHeart', 'id': '1244290948072214528'}, {'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}, {'screen_name': 'dzbb', 'name': 'DZBB Super Radyo', 'id': '461853598'}]",,,,,why is it that digong doesn&#39;t like BBM i mean digong chose cayetano then now bong go,0.5652173913043478,digong doesn&#39;t like BBM mean digong chose cayetano bong go
31,1.46093e+18,1.46084e+18,2021-11-17 19:04:32 Ulaanbaatar Standard Time,11/17/21,19:04:32,800,74349999.0,akitaxx_,Akitaxxx,,@smninews Love u tatay digong pero BBM SARA Po ako. Number 1 Senator lol naman Po kayo. And still senator pa din si Bong Go. 👊✌️💚♥️🇵🇭,tl,[],[],[],0,0,1,[],[],https://twitter.com/Akitaxx_/status/1460926825106870276,False,,0,,,,,,,,"[{'screen_name': 'smninews', 'name': 'SMNI News', 'id': '1240414825596874752'}]",,,,,Love u tatay digong pero BBM SARA Po ako Number 1 Senator lol naman Po kayo And still senator pa din si Bong Go,0.6666666666666666,Love u tatay digong pero BBM SARA Po ako Number 1 Senator lol naman Po kayo And still senator pa din si Bong Go
32,1.46093e+18,1.45978e+18,2021-11-17 18:58:49 Ulaanbaatar Standard Time,11/17/21,18:58:49,800,1.4562e+18,myrnamanuel2,Myrna Manuel,,"@forthenationPH Paano naging Communist c BBM,ito nga si bong go kaalyado nya dati Ang dilawan,fake news talaga mga naninira kay BBM Basta BBM kami Solid loyalist ♥️🇵🇭🙏✌️✌️✌️",tl,[],[],[],0,0,0,[],[],https://twitter.com/MyrnaManuel2/status/1460925385353281536,False,,0,,,,,,,,"[{'screen_name': 'forthenationPH', 'name': '#ProtectBBMatAllCosts✌️🇵🇭 #BBMSARA2022', 'id': '924973700994052097'}]",,,,,How did he become a Communist c BBMito that bong go was his former ally The dilawanfake news are really the slanderers of BBM,0.4,How become Communist c BBMito bong go former ally The dilawanfake news really slanderers BBM
33,1.46092e+18,1.46075e+18,2021-11-17 18:55:18 Ulaanbaatar Standard Time,11/17/21,18:55:18,800,1.3559e+18,confucioslim,caloyAmaia,,"@petefan4evah @dzbb Kapag c LAWRENCE LAO ang nahuli,dalawin kaya n bonggo?",tl,[],[],[],0,0,0,[],[],https://twitter.com/ConfuciosLim/status/1460924499755356164,False,,0,,,,,,,,"[{'screen_name': 'petefan4evah', 'name': 'VP Leni Robredo for PRESIDENT#LetLeniLead #PeteFan', 'id': '466653466'}, {'screen_name': 'dzbb', 'name': 'DZBB Super Radyo', 'id': '461853598'}]",,,,,When c LAWRENCE LAO is described so n bonggo,0.2222222222222222,When c LAWRENCE LAO described n bonggo
34,1.46092e+18,1.46092e+18,2021-11-17 18:47:46 Ulaanbaatar Standard Time,11/17/21,18:47:46,800,525046677.0,coachcrisol,Arvin Crisol,,Methinks Bong Go will eventually backout to give way to the Marcos Jr. and Sara tandem.  #TheCircusContinues #GodHelpThePhilippines,en,[],[],[],0,0,0,"['thecircuscontinues', 'godhelpthephilippines']",[],https://twitter.com/coachcrisol/status/1460922605859323904,False,,0,,,,,,,,[],,,,,Methinks Bong Go will eventually backout to give way to the Marcos Jr and Sara tandem,0.75,Methinks Bong Go eventually backout give way Marcos Jr Sara tandem
35,1.46092e+18,1.46086e+18,2021-11-17 18:46:01 Ulaanbaatar Standard Time,11/17/21,18:46:01,800,1306242480.0,geishanavarro,geisha fudamata,,"@smninews @NationPinoy Thank you Sir Bong Go, pero commited napo ako KAY BBM.😢",tl,[],[],[],1,0,0,[],[],https://twitter.com/geishanavarro/status/1460922163448279043,False,,0,,,,,,,,"[{'screen_name': 'smninews', 'name': 'SMNI News', 'id': '1240414825596874752'}, {'screen_name': 'NationPinoy', 'name': 'PINOY NATION🇵🇭🇸🇦🌏♻️', 'id': '1326355371540221953'}]",,,,,Thank you Sir Bong Go but I am committed to BBM,0.6363636363636364,Thank Sir Bong Go I committed BBM
36,1.46092e+18,1.46088e+18,2021-11-17 18:43:19 Ulaanbaatar Standard Time,11/17/21,18:43:19,800,354667103.0,garthdax,Garthy,,"@News5PH Bong @SAPBongGo, sabihin mo yan sa DOJ. Malakas naman ang ebidensya na nakuha mula sa senate hearing.",tl,"[{'screen_name': 'sapbonggo', 'name': 'bong go', 'id': '1017117269975916544'}]",[],[],0,0,0,[],[],https://twitter.com/GarthDax/status/1460921484944179207,False,,0,,,,,,,,"[{'screen_name': 'News5PH', 'name': 'News5', 'id': '133152120'}]",,,,,Bong tell that to the DOJ The evidence obtained from the senate hearing is strong,0.5,Bong tell DOJ The evidence obtained senate hearing strong
37,1.46092e+18,1.46092e+18,2021-11-17 18:42:18 Ulaanbaatar Standard Time,11/17/21,18:42:18,800,1.11705e+18,lebackerman08,Khayle,,Well we all know that for Sara sure win na sya sa spot nay for VP but BBM mahahati ang boto nya kay Bong Go and for that baka makalusot si Leni. We must work hard in campaigning him. Solid BBM,en,[],[],[],0,0,0,[],[],https://twitter.com/LebAckerman08/status/1460921229863374852,False,,0,,,,,,,,[],,,,,Well we all know that for Sara sure she will win the spot nay for VP but BBM will split her vote with Bong Go and for that maybe Leni will get through We must work hard in campaigning him Solid BBM,0.7073170731707317,Well know Sara sure win spot nay VP BBM split vote Bong Go maybe Leni get We must work hard campaigning Solid BBM
38,1.46092e+18,1.46092e+18,2021-11-17 18:41:43 Ulaanbaatar Standard Time,11/17/21,18:41:43,800,4594595454.0,guard_lily,Everwing Lily 😘,,Syado ambisyoso and selfish to c bong go,tl,[],[],[],0,0,1,[],[],https://twitter.com/Guard_LILY/status/1460921082379046913,False,,0,,,,,,,,[],,,,,Syado ambisyoso and selfish to c bong go,0.75,Syado ambisyoso selfish c bong go
39,1.46092e+18,1.46092e+18,2021-11-17 18:41:18 Ulaanbaatar Standard Time,11/17/21,18:41:18,800,1.38485e+18,giriwithluv_,tia,,"majority of BBM's supporters are also DDS, but apparently Bong Go is Duterte's presidential bet. so paano na? kaya pa ba mga ka-DDS? 😂",tl,[],[],[],0,0,0,[],[],https://twitter.com/girIwithluv_/status/1460920979887038467,False,,0,,,,,,,,[],,,,,majority of BBMs supporters are also DDS but apparently Bong Go is Dutertes presidential bet so paano na kaya pa ba mga kaDDS,0.6521739130434783,majority BBMs supporters also DDS apparently Bong Go Dutertes presidential bet paano na kaya pa ba mga kaDDS
